,Variable,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2026-2035,SS
0,GDP ($Y_t$),0.925779794401581,0.9369587347816828,0.943318278114958,0.9440079870181481,0.9397921751537265,0.9309088452449121,0.91754727578114,0.8998463921130658,0.8778988335832121,0.8517134935380237,0.9170649206106212,1.556505296061139
1,Consumption ($C_t$),0.49805444582586056,0.6290916175568925,0.7537603781072685,0.8552741809215539,0.9423501086563575,1.0169197779779158,1.0806379062245939,1.134963136728086,1.1811846710221734,1.220423729340959,0.9266658687859596,1.954008477068086
2,Capital Stock ($K_t$),0.1864662429801901,0.3269725403477402,0.44079639099927453,0.5282015200685175,0.5928291280054112,0.6368058807061684,0.6619447683737725,0.6697980230307696,0.6616696187422526,0.6385958731743352,0.5287528185372153,2.7138514183914424
3,Labor ($L_t$),1.3831816718899623,1.3139548919352086,1.253628846257659,1.2005925324820699,1.153776932664092,1.1122161637663388,1.0750715702049263,1.0415931893251225,1.011116239229027,0.9830107517772622,1.1524907945355478,0.8511974418020306
4,Real interest rate ($r_t$),1.3609049258634942,1.1082137817883964,0.9030560420603748,0.7403995411630829,0.6129700348799713,0.5160867336057935,0.44594809318246065,0.39938152992023535,0.37376988705110786,0.3669888372548821,0.6687040559309234,-1.8526277141637417
5,Wage rate,-0.45116957433838817,-0.3721148064463783,-0.30647618651152714,-0.253547995603042,-0.2115514092387804,-0.17932052193949508,-0.15585662299363748,-0.14029384560848113,-0.13189261038168862,-0.13002830153917255,-0.2348277988864211,0.6993549932981544
