,Variable,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2026-2035,SS
0,GDP ($Y_t$),0.7152484303905645,0.7453996404835181,0.687171828914839,0.7029314639216299,0.7145304214948369,0.7218747014942138,0.7240576891900484,0.7233672020801094,0.7183749219270406,0.7105130752104041,0.716345047774631,1.312968865784562
1,Consumption ($C_t$),0.37956960354242647,1.473843191299507,0.602089819988563,0.6878932501692325,0.7682232084857284,0.8397603517160963,0.9023185185877611,0.9594821238898164,1.0097850854907733,1.0549189832737484,0.8666739631761643,1.7887467439152684
2,Capital Stock ($K_t$),0.12851946529913288,0.27148063466988653,0.2137548401872385,0.30882158948372157,0.387544101156105,0.45034376039471863,0.4959270047618412,0.5300539949312304,0.5508957817464349,0.5614035912842162,0.3858233402973783,2.3581503918007214
3,Labor ($L_t$),1.0778061990990966,1.03798231409619,0.9794440392503082,0.9460866288574222,0.91616322636632,0.8892368954460264,0.8646205000265823,0.8424439650734898,0.8215171266721432,0.8023288348568318,0.9176727884299466,0.6754661596787218
4,Real interest rate ($r_t$),1.1578016372695978,0.9244176364933425,0.915734040759771,0.7561711082770961,0.6230229176515668,0.5142721492913621,0.42988656037493167,0.3626887633171308,0.3130251627376737,0.2777508867817978,0.6176212338858427,-1.8619616338070761
5,Wage rate,-0.3586943348920683,-0.2895793218558777,-0.2894395282825062,-0.24087806312111743,-0.19980422160759914,-0.16588919789357176,-0.1393602506338179,-0.11808456233668056,-0.1023046262275025,-0.09108797170012119,-0.20048570336698807,0.6332255163821844
