,Variable,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2025-2034,SS
0,GDP ($Y_t$),1.2565385441359174,1.2158609507621951,1.1966281501330085,1.1741324757975655,1.1571466253879545,1.1421946876798923,1.1290613625617327,1.1174193397745926,1.106942296141729,1.0973973238603756,1.159448592354065,1.176972336512196
1,Consumption ($C_t$),0.8502495756358037,0.7655661521899754,1.0879428086421545,1.2098068825739379,1.30425151509426,1.3852718742009753,1.4556026029857967,1.517008666899108,1.5708507750323513,1.6184287679835492,1.272775155214715,2.2323766161300727
2,Capital Stock ($K_t$),0.9047737258340189,0.9440803011566832,1.0058153602666442,1.0476230738596792,1.0889339938126696,1.1242381424421108,1.154431784650643,1.1801463065064524,1.2018480682055066,1.2199483785420309,1.086289664865398,1.8400557542273872
3,Labor ($L_t$),1.4727420019622874,1.3827974743234808,1.3137556442394704,1.2517483433481815,1.1989766981981869,1.153201482295735,1.1135144929958172,1.0789925919378676,1.0488178016651022,1.0223582541613203,1.203494479476068,0.7727020919194405
4,Real interest rate ($r_t$),0.6765517577557528,0.520495637408702,0.3638627985292053,0.24055393109204298,0.129385449872961,0.033984856323551055,-0.047952540959815236,-0.11837952049440019,-0.17888081275302192,-0.23072903534918257,0.13544182978231764,-1.207590263996258
5,Wage rate,-0.21306515704110682,-0.16465925887394647,-0.11560747186807045,-0.07665458164487099,-0.041332564297046924,-0.01087944369165896,0.015377282394513447,0.03801777312626403,0.05752190033366397,0.07427975447950523,-0.04405021754020822,0.4011682589228422
